Project Name,Benchmark Name,Count,Direct Count,Methods,Direct Methods
crate,io.crate.analyze.PreExecutionBenchmark.measureAnalyzeSimpleSelect,0,0,,
crate,io.crate.analyze.PreExecutionBenchmark.measureParseAnalyzeAndPlanInsertFromValues,304,8,"io.crate.types.ShortType.id,org.elasticsearch.common.inject.InjectorImpl.getProviderOrThrow,org.elasticsearch.common.inject.InjectorImpl.index,org.elasticsearch.common.xcontent.json.JsonXContent.createGenerator,org.elasticsearch.common.logging.ESLoggerFactory.getLogger,io.crate.expression.scalar.FormatFunction.register,org.elasticsearch.common.xcontent.json.JsonXContentParser.close,org.elasticsearch.common.inject.internal.Errors.throwIfNewErrors,org.elasticsearch.common.inject.internal.AbstractBindingBuilder.setBinding,org.elasticsearch.common.settings.AbstractScopedSettings.isValidGroupKey,org.elasticsearch.common.Booleans.parseBoolean,org.elasticsearch.common.ParseField.getAllNamesIncludedDeprecated,io.crate.expression.scalar.SubscriptFunction.register,org.elasticsearch.cluster.node.DiscoveryNode.nodeRequiresLocalStorage,io.crate.expression.scalar.string.StringCaseFunction.register,org.elasticsearch.common.inject.internal.ProviderMethodsModule.configure,org.elasticsearch.cluster.service.ClusterService.state,org.elasticsearch.common.settings.Setting.checkDeprecation,org.elasticsearch.indices.analysis.AnalysisModule.setupPreConfiguredTokenizers,io.crate.expression.scalar.regex.MatchesFunction.register,org.elasticsearch.common.inject.TypeLiteral.hashCode,org.elasticsearch.Version.externalNumber,org.elasticsearch.common.xcontent.ConstructingObjectParser.declareField,org.elasticsearch.analysis.common.CommonAnalysisPlugin.getPreConfiguredCharFilters,io.crate.types.IntegerType.id,org.elasticsearch.common.unit.TimeValue.timeValueSeconds,org.elasticsearch.common.regex.Regex.compile,io.crate.types.FloatType.id,org.elasticsearch.common.unit.TimeValue.millis,org.elasticsearch.common.inject.InheritingState.makeAllBindingsToEagerSingletons,io.crate.expression.scalar.string.HashFunctions.register,org.elasticsearch.common.inject.util.Types.newParameterizedType,org.elasticsearch.common.inject.TypeLiteral.resolve,org.elasticsearch.index.analysis.PreConfiguredTokenizer.singleton,io.crate.expression.scalar.SubstrFunction.register,org.elasticsearch.analysis.common.CommonAnalysisPlugin.getPreConfiguredTokenFilters,org.elasticsearch.common.settings.AbstractScopedSettings.get,org.elasticsearch.common.Strings.hasLength,org.elasticsearch.common.inject.internal.Annotations.isRetainedAtRuntime,org.elasticsearch.common.inject.TypeConverterBindingProcessor.internalConvertToTypes,io.crate.expression.scalar.geo.WithinFunction.info,org.elasticsearch.common.inject.multibindings.MapBinder.mapOfProviderOf,org.elasticsearch.common.settings.Setting.hasComplexMatcher,org.elasticsearch.indices.analysis.HunspellService.resolveHunspellDirectory,org.elasticsearch.cluster.metadata.IndexGraveyard.builder,io.crate.expression.scalar.string.StringLeftRightFunction.register,org.elasticsearch.indices.analysis.AnalysisModule.setupPreConfiguredCharFilters,org.elasticsearch.common.xcontent.AbstractObjectParser.declareField,org.elasticsearch.common.inject.internal.Strings.capitalize,org.elasticsearch.index.analysis.PreConfiguredTokenFilter.singletonWithVersion,org.elasticsearch.common.inject.InjectorBuilder.build,io.crate.expression.scalar.systeminformation.PgGetExpr.info,org.elasticsearch.common.component.AbstractLifecycleComponent.start,org.elasticsearch.common.inject.util.Types.mapOf,org.elasticsearch.common.inject.internal.ProviderMethodsModule.getProviderMethods,org.elasticsearch.cluster.service.ClusterApplierService.addListener,org.elasticsearch.common.xcontent.json.JsonXContentGenerator.writeString,org.elasticsearch.common.settings.Setting.versionSetting,org.elasticsearch.common.inject.util.Types.newParameterizedTypeWithOwner,org.elasticsearch.common.xcontent.AbstractObjectParser.declareString,org.elasticsearch.common.inject.Key.equals,org.elasticsearch.common.inject.spi.Elements.getElements,io.crate.types.UndefinedType.id,io.crate.types.ObjectType.untyped,org.elasticsearch.common.inject.internal.AbstractBindingBuilder.checkNotTargetted,io.crate.expression.scalar.geo.CoordinateFunction.register,org.elasticsearch.common.xcontent.json.JsonXContent.createParser,org.elasticsearch.common.inject.multibindings.RealElement.annotationType,org.elasticsearch.common.settings.Setting.checkPropertyRequiresIndexScope,org.elasticsearch.common.settings.Settings.getAsList,io.crate.expression.scalar.postgres.PgBackendPidFunction.register,org.elasticsearch.common.inject.TypeConverterBindingProcessor.convertToClass,io.crate.expression.scalar.geo.GeoHashFunction.register,org.elasticsearch.common.inject.internal.BindingImpl.getSource,org.elasticsearch.common.unit.ByteSizeValue.getMbFrac,org.elasticsearch.indices.analysis.AnalysisModule.setupPreBuiltAnalyzerProviderFactories,org.elasticsearch.common.unit.ByteSizeValue.parse,org.elasticsearch.analysis.common.CommonAnalysisPlugin.getCharFilters,io.crate.expression.scalar.timestamp.CurrentTimestampFunction.register,io.crate.expression.scalar.StringToArrayFunction.register,org.elasticsearch.common.inject.TypeConverterBindingProcessor.prepareBuiltInConverters,org.elasticsearch.common.unit.TimeValue.getStringRep,org.elasticsearch.common.inject.multibindings.Multibinder.checkNotNull,org.elasticsearch.indices.analysis.AnalysisModule.setupPreConfiguredTokenFilters,org.elasticsearch.analysis.common.CommonAnalysisPlugin.getPreConfiguredTokenizers,org.elasticsearch.common.settings.Setting.compoundUpdater,io.crate.types.DoubleType.id,org.elasticsearch.common.xcontent.XContentBuilder.endArray,io.crate.types.DataType.precedes,org.elasticsearch.common.xcontent.json.JsonXContentGenerator.close,org.elasticsearch.common.time.JavaDateFormatter.withZone,io.crate.expression.scalar.timestamp.TimezoneFunction.register,org.elasticsearch.index.IndexSettings.getValue,org.elasticsearch.common.inject.internal.MoreTypes.getGenericSupertype,org.elasticsearch.common.inject.util.Providers.of,org.elasticsearch.common.inject.TypeLiteral.getType,org.elasticsearch.common.xcontent.ObjectParser.declareField,org.elasticsearch.common.inject.internal.MoreTypes.getRawType,org.elasticsearch.common.unit.ByteSizeValue.getGbFrac,org.elasticsearch.action.support.ActiveShardCount.parseString,org.elasticsearch.common.UUIDs.randomBase64UUID,org.elasticsearch.common.xcontent.AbstractObjectParser.declareObjectArray,io.crate.expression.scalar.ScalarFunctionModule.register,org.elasticsearch.common.inject.internal.InternalContext.setDependency,org.elasticsearch.indices.analysis.AnalysisModule.setupHunspellDictionaries,org.elasticsearch.common.inject.Key.isBindingAnnotation,org.elasticsearch.common.settings.AbstractScopedSettings.validateSettingKey,org.elasticsearch.common.inject.TypeLiteral.equals,org.elasticsearch.common.settings.Setting.innerGetRaw,org.elasticsearch.common.inject.Key.get,org.elasticsearch.common.inject.internal.MoreTypes.checkNotPrimitive,io.crate.testing.SQLExecutor.builder,org.elasticsearch.common.settings.IndexScopedSettings.copy,io.crate.expression.scalar.string.InitCapFunction.register,org.elasticsearch.common.inject.TypeConverterBindingProcessor.convertToPrimitiveType,org.elasticsearch.common.inject.multibindings.Multibinder.newSetBinder,org.elasticsearch.common.inject.TypeLiteral.get,io.crate.types.GeoPointType.id,org.elasticsearch.index.analysis.PreConfiguredAnalysisComponent.getName,org.elasticsearch.common.inject.Guice.createInjector,org.elasticsearch.index.analysis.PreConfiguredCharFilter.singleton,org.elasticsearch.common.settings.AbstractScopedSettings.isValidAffixKey,io.crate.expression.scalar.geo.IntersectsFunction.register,io.crate.metadata.FunctionInfo.ident,org.elasticsearch.common.inject.internal.Errors.size,org.elasticsearch.common.inject.matcher.Matchers.subclassesOf,io.crate.types.ObjectType.precedence,org.elasticsearch.common.inject.internal.MoreTypes.equals,org.elasticsearch.common.settings.Settings.keySet,io.crate.expression.scalar.UnaryScalar.info,org.elasticsearch.cluster.metadata.IndexMetaData.builder,org.elasticsearch.indices.analysis.HunspellService.scanAndLoadDictionaries,io.crate.types.LongType.precedence,org.elasticsearch.common.inject.internal.MoreTypes.makeKeySafe,org.elasticsearch.common.time.DateFormatters.forPattern,org.elasticsearch.common.inject.AbstractModule.configure,org.elasticsearch.common.util.concurrent.ConcurrentCollections.newConcurrentMap,org.elasticsearch.Version.indexCreated,io.crate.expression.scalar.string.LengthFunction.register,org.elasticsearch.common.settings.Setting.isGroupSetting,org.elasticsearch.common.logging.Loggers.getLogger,org.elasticsearch.common.inject.multibindings.Multibinder.checkConfiguration,org.elasticsearch.common.inject.matcher.Matchers.identicalTo,org.elasticsearch.common.settings.Setting.getDefault,org.elasticsearch.common.inject.internal.BindingBuilder.toInstance,org.elasticsearch.common.inject.spi.InjectionPoint.forInstanceMethodsAndFields,io.crate.types.ByteType.id,org.elasticsearch.common.bytes.BytesReference.bytes,org.elasticsearch.cluster.metadata.IndexMetaData.buildNumberOfShardsSetting,org.elasticsearch.common.inject.internal.ProviderMethodsModule.forObject,io.crate.expression.scalar.Ignore3vlFunction.register,org.elasticsearch.action.support.ActiveShardCount.get,io.crate.types.DoubleType.precedence,org.elasticsearch.common.xcontent.AbstractObjectParser.declareStringArray,io.crate.expression.scalar.systeminformation.CurrentSchemasFunction.register,org.elasticsearch.indices.analysis.AnalysisModule.setupTokenizers,org.elasticsearch.common.inject.Key.ensureIsBindingAnnotation,io.crate.expression.scalar.postgres.PgGetUserByIdFunction.register,org.elasticsearch.common.inject.InjectorImpl.clearCache,io.crate.expression.scalar.geo.WithinFunction.register,io.crate.types.ArrayType.hashCode,org.elasticsearch.common.unit.TimeValue.timeValueMinutes,org.elasticsearch.indices.analysis.PreBuiltCacheFactory.getCache,org.elasticsearch.common.xcontent.json.JsonXContentParser.text,org.elasticsearch.analysis.common.CommonAnalysisPlugin.getTokenFilters,org.elasticsearch.common.inject.Key.ensureRetainedAtRuntime,io.crate.expression.scalar.systeminformation.CurrentSchemaFunction.register,org.elasticsearch.cluster.routing.allocation.allocator.BalancedShardsAllocator.setWeightFunction,org.elasticsearch.index.EsTieredMergePolicy.setSegmentsPerTier,io.crate.expression.scalar.ScalarFunctionModule.configure,org.elasticsearch.common.settings.Setting.newUpdater,org.elasticsearch.common.collect.ImmutableOpenIntMap.builder,org.elasticsearch.common.settings.Settings.getAsBoolean,org.elasticsearch.indices.analysis.AnalysisModule.setupNormalizers,org.elasticsearch.common.inject.InheritingState.getTypeListenerBindings,org.elasticsearch.common.inject.TypeLiteral.getRawType,io.crate.expression.scalar.geo.DistanceFunction.genInfo,io.crate.metadata.FunctionIdent.hashCode,org.elasticsearch.common.xcontent.XContentBuilder.value,org.elasticsearch.common.settings.AbstractScopedSettings.addSettingsUpdateConsumer,org.elasticsearch.common.inject.InheritingState.addConverter,org.elasticsearch.common.settings.AbstractScopedSettings.addSettingsUpdater,org.elasticsearch.common.settings.Setting.match,org.elasticsearch.common.util.CollectionUtils.asArrayList,org.elasticsearch.common.collect.ImmutableOpenMap.values,org.elasticsearch.common.inject.internal.SourceProvider.plusSkippedClasses,org.elasticsearch.common.inject.spi.InjectionPoint.addInjectionPoints,org.elasticsearch.common.settings.Setting.get,org.elasticsearch.common.unit.ByteSizeValue.parseBytesSizeValue,org.elasticsearch.index.analysis.PreConfiguredTokenFilter.singleton,org.elasticsearch.common.inject.util.Types.setOf,org.elasticsearch.common.settings.Setting.isDeprecated,org.elasticsearch.common.inject.multibindings.MapBinder.newMapBinder,org.elasticsearch.common.inject.internal.Errors.hasErrors,org.elasticsearch.common.xcontent.XContentBuilder.builder,org.elasticsearch.common.unit.ByteSizeValue.getBytes,org.elasticsearch.cluster.metadata.MetaData.builder,org.elasticsearch.common.settings.Setting.exists,org.elasticsearch.common.inject.internal.BindingImpl.getProvider,org.elasticsearch.common.inject.internal.MoreTypes.isFullySpecified,org.elasticsearch.common.inject.InjectorImpl.getProvider,io.crate.expression.scalar.geo.DistanceFunction.register,org.elasticsearch.common.logging.Loggers.formatPrefix,org.elasticsearch.common.xcontent.AbstractObjectParser.declareLong,org.elasticsearch.common.settings.AbstractScopedSettings.isValidKey,org.elasticsearch.common.io.PathUtils.get,org.elasticsearch.cluster.coordination.CoordinationMetaData.builder,org.elasticsearch.common.inject.InjectorImpl.getInternalFactory,io.crate.expression.scalar.regex.RegexpReplaceFunction.register,org.elasticsearch.common.Strings.toString,org.elasticsearch.common.inject.internal.MoreTypes.declaringClassOf,org.elasticsearch.common.inject.internal.ProviderMethodsModule.forModule,io.crate.expression.scalar.string.ReplaceFunction.functionInfo,org.elasticsearch.common.inject.multibindings.MapBinder.mapOf,org.elasticsearch.common.util.concurrent.EsExecutors.numberOfProcessors,io.crate.expression.scalar.string.QuoteIdentFunction.register,io.crate.types.GeoPointType.precedence,org.elasticsearch.analysis.common.CommonAnalysisPlugin.getPreBuiltAnalyzerProviderFactories,io.crate.expression.scalar.SubscriptObjectFunction.register,org.elasticsearch.common.inject.spi.ProviderLookup.getProvider,org.elasticsearch.common.bytes.BytesReference.utf8ToString,org.elasticsearch.analysis.common.CommonAnalysisPlugin.getAnalyzers,io.crate.expression.scalar.string.ReplaceFunction.register,io.crate.types.StringType.id,org.elasticsearch.Version.fromId,org.elasticsearch.common.regex.Regex.simpleMatch,org.elasticsearch.common.inject.InternalFactoryToProviderAdapter.get,org.elasticsearch.common.unit.ByteSizeValue.toString,org.elasticsearch.common.inject.TypeLiteral.resolveType,org.elasticsearch.common.inject.ConstantFactory.get,org.elasticsearch.common.xcontent.AbstractObjectParser.declareObject,io.crate.metadata.functions.params.Param.of,io.crate.types.DataType.hashCode,org.elasticsearch.common.inject.TypeConverterBindingProcessor.convertToClasses,io.crate.expression.scalar.string.TrimFunctions.register,org.elasticsearch.common.unit.TimeValue.parseTimeValue,org.elasticsearch.common.inject.internal.AbstractBindingBuilder.getBinding,io.crate.expression.scalar.systeminformation.PgGetExpr.register,org.elasticsearch.common.inject.spi.InjectionPoint.isStatic,io.crate.expression.scalar.ExtractFunctions.register,org.elasticsearch.common.settings.Settings.builder,org.elasticsearch.common.settings.Settings.getAsInt,io.crate.metadata.FunctionName.hashCode,org.elasticsearch.common.inject.InjectorImpl.readOnlyAllSingletons,org.elasticsearch.common.inject.internal.MoreTypes.canonicalize,org.elasticsearch.common.unit.TimeValue.parse,org.elasticsearch.common.inject.InjectorImpl.getBindingOrThrow,org.elasticsearch.cluster.service.ClusterApplierService.state,org.elasticsearch.common.inject.internal.MoreTypes.resolveTypeVariable,org.elasticsearch.indices.analysis.AnalysisModule.setupAnalyzers,org.elasticsearch.common.Booleans.isFalse,org.elasticsearch.common.NamedRegistry.extractAndRegister,org.elasticsearch.common.inject.Key.computeHashCode,org.elasticsearch.common.inject.Key.hashCode,org.elasticsearch.common.inject.spi.InjectionPoint.addInjectorsForMembers,org.elasticsearch.common.settings.AbstractScopedSettings.findOverlappingSetting,org.elasticsearch.common.inject.Key.getTypeLiteral,io.crate.metadata.Schemas.doStart,org.elasticsearch.common.inject.multibindings.MapBinder.entryOfProviderOf,io.crate.types.LongType.id,org.elasticsearch.indices.analysis.AnalysisModule.setupCharFilters,org.elasticsearch.index.MergePolicyConfig.parseNoCFSRatio,org.elasticsearch.common.RandomBasedUUIDGenerator.getBase64UUID,org.elasticsearch.common.unit.ByteSizeValue.getStringRep,org.elasticsearch.common.settings.Setting.getProperties,org.elasticsearch.common.xcontent.json.JsonXContentParser.currentToken,io.crate.expression.scalar.string.StringPaddingFunction.register,org.elasticsearch.common.inject.ModulesBuilder.createInjector,org.elasticsearch.common.inject.InjectorImpl.callInContext,org.elasticsearch.common.inject.TypeLiteral.getSupertype,org.elasticsearch.action.support.ActiveShardCount.from,io.crate.expression.scalar.geo.IntersectsFunction.info,io.crate.metadata.functions.params.FuncParams.builder,org.elasticsearch.common.settings.AbstractScopedSettings.getRaw,io.crate.testing.SQLExecutor.getPlannerContext,org.elasticsearch.common.Strings.format1Decimals,org.elasticsearch.common.util.set.Sets.newHashSet,org.elasticsearch.common.xcontent.json.JsonXContentGenerator.writeStartArray,org.elasticsearch.common.xcontent.json.JsonXContentParser.nextToken,org.elasticsearch.indices.analysis.AnalysisModule.setupTokenFilters,org.elasticsearch.core.internal.io.IOUtils.closeWhileHandlingException,org.elasticsearch.Version.toString,org.elasticsearch.common.settings.IndexScopedSettings.validateSettingKey,org.elasticsearch.common.settings.Setting.getRaw,org.elasticsearch.common.inject.multibindings.Multibinder.setOf,org.elasticsearch.common.NamedRegistry.register,io.crate.testing.TestingHelpers.getFunctions,org.elasticsearch.common.xcontent.AbstractObjectParser.declareFieldArray,io.crate.expression.scalar.systeminformation.PgTypeofFunction.register,org.elasticsearch.common.xcontent.XContentBuilder.close,org.elasticsearch.common.settings.Settings.get,io.crate.expression.scalar.postgres.CurrentSettingFunction.register,org.elasticsearch.common.inject.spi.Dependency.getInjectionPoint,org.elasticsearch.common.xcontent.json.JsonXContentGenerator.writeEndArray,org.elasticsearch.cluster.service.ClusterService.addListener,org.elasticsearch.common.settings.Setting.isDynamic,org.elasticsearch.common.inject.internal.MoreTypes.hashCode,org.elasticsearch.index.translog.TranslogHeader.headerSizeInBytes,org.elasticsearch.common.settings.Setting.getKey,org.elasticsearch.analysis.common.CommonAnalysisPlugin.getTokenizers,org.elasticsearch.common.xcontent.XContentBuilder.startArray,org.elasticsearch.common.inject.multibindings.RealElement.hashCode,org.elasticsearch.common.collect.ImmutableOpenMap.builder,org.elasticsearch.common.inject.Key.strategyFor","io.crate.testing.SQLExecutor.builder,io.crate.testing.SQLExecutor.getPlannerContext,org.elasticsearch.common.util.set.Sets.newHashSet,org.elasticsearch.common.unit.TimeValue.timeValueSeconds,org.elasticsearch.common.settings.Setting.getDefault,org.elasticsearch.cluster.metadata.MetaData.builder,org.elasticsearch.common.collect.ImmutableOpenMap.values,org.elasticsearch.cluster.service.ClusterService.state"
crate,io.crate.analyze.PreExecutionBenchmark.measureParseAndAnalyzeSimpleSelect,0,0,,
crate,io.crate.analyze.PreExecutionBenchmark.measureParseSimpleSelect,0,0,,
crate,io.crate.data.join.RowsBatchIteratorBenchmark.measureConsumeBatchIterator,0,0,,
crate,io.crate.data.join.RowsBatchIteratorBenchmark.measureConsumeBlockNestedLoopJoin,0,0,,
crate,io.crate.data.join.RowsBatchIteratorBenchmark.measureConsumeCloseAssertingIterator,0,0,,
crate,io.crate.data.join.RowsBatchIteratorBenchmark.measureConsumeHashInnerJoin,0,0,,
crate,io.crate.data.join.RowsBatchIteratorBenchmark.measureConsumeHashInnerJoinWithHashCollisions,0,0,,
crate,io.crate.data.join.RowsBatchIteratorBenchmark.measureConsumeNestedLoopJoin,0,0,,
